topic	study
CD015705	20603688
CD015705	20603756
CD015705	20605435
CD015705	20606597
CD015705	20608016
CD015705	20608415
CD015705	20608855
CD015705	20609619
CD015705	20613665
CD015705	20614577
CD015705	20615273
CD015705	20615842
CD015705	20616286
CD015705	20616288
CD015705	20618087
CD015705	20618529
CD015705	20620098
CD015705	20620221
CD015705	20621384
CD015705	20623189
CD015705	20623257
CD015705	20623635
CD015705	20624022
CD015705	20624701
CD015705	20625054
CD015705	20625625
CD015705	20626495
CD015705	20627441
CD015705	20628281
CD015705	20629413
CD015705	20629904
CD015705	20629935
CD015705	20629997
CD015705	20630010
CD015705	20631283
CD015705	20631370
CD015705	20632518
CD015705	20632585
CD015705	20632781
CD015705	20634599
CD015705	20635174
CD015705	20638111
CD015705	20640292
CD015705	20643522
CD015705	20643719
CD015705	20643823
CD015705	20644186
CD015705	20644190
CD015705	20644486
CD015705	20646014
CD015705	20646088
CD015705	20646855
CD015705	20648739
CD015705	20648914
CD015705	20649457
CD015705	20649683
CD015705	20649781
CD015705	20650007
CD015705	20650026
CD015705	20650985
CD015705	20652420
CD015705	20652645
CD015705	20652867
CD015705	20652962
CD015705	20653584
CD015705	20659830
CD015705	20659845
CD015705	20659848
CD015705	20659912
CD015705	20662844
CD015705	20662950
CD015705	20663469
CD015705	20666174
CD015705	20667546
CD015705	20667584
CD015705	20667700
CD015705	20670322
CD015705	20670693
CD015705	20670911
CD015705	20672869
CD015705	20673709
CD015705	20675292
CD015705	20675293
CD015705	20675345
CD015705	20675346
CD015705	20675536
CD015705	20678750
CD015705	20679136
CD015705	20680273
CD015705	20680384
CD015705	20681391
CD015705	20682160
CD015705	20683926
CD015705	20684457
CD015705	20686063
CD015705	20686732
CD015705	20687917
CD015705	20687962
CD015705	20691366
CD015705	20693148
CD015705	20695672
CD015705	20696724
CD015705	20697318
CD015705	20697464
CD015705	20697466
CD015705	20697469
CD015705	20697471
CD015705	20702501
CD015705	20702904
CD015705	20703673
CD015705	20703743
CD015705	20703758
CD015705	20703765
CD015705	20703773
CD015705	20703929
CD015705	20706859
CD015705	20711960
CD015705	20712715
CD015705	20712819
CD015705	20716715
CD015705	20716871
CD015705	20719739
CD015705	20724189
CD015705	20724348
CD015705	20724393
CD015705	20724395
CD015705	20727182
CD015705	20728765
CD015705	20729117
CD015705	20729451
CD015705	20731977
CD015705	20732775
CD015705	20733543
CD015705	20738884
CD015705	20795837
CD015705	20797655
CD015705	20797963
CD015705	20798618
CD015705	20801975
CD015705	20803202
CD015705	20805756
CD015705	20806650
CD015705	20807410
CD015705	20807421
CD015705	20809820
CD015705	20812783
CD015705	20813822
CD015705	20814772
CD015705	20815839
CD015705	20816308
CD015705	20819868
CD015705	20819869
CD015705	20821333
CD015705	20824267
CD015705	20824303
CD015705	20825677
CD015705	20827125
CD015705	20827199
CD015705	20827569
CD015705	20827725
CD015705	20828975
CD015705	20829448
CD015705	20830540
CD015705	20831065
CD015705	20831491
CD015705	20831737
CD015705	20831992
CD015705	20832023
CD015705	20833505
CD015705	20838333
CD015705	20841647
CD015705	20841667
CD015705	20841669
CD015705	20841671
CD015705	20841672
CD015705	20841673
CD015705	20841674
CD015705	20841680
CD015705	20841705
CD015705	20841729
CD015705	20841778
CD015705	20841795
CD015705	20841797
CD015705	20841801
CD015705	20841828
CD015705	20841874
CD015705	20841881
CD015705	20842003
CD015705	20845896
CD015705	20846290
CD015705	20847478
CD015705	20847972
CD015705	20851481
CD015705	20851519
CD015705	20852165
CD015705	20852185
CD015705	20852507
CD015705	20854358
CD015705	20854508
CD015705	20854527
CD015705	20854553
CD015705	20854753
CD015705	20857003
CD015705	20857022
CD015705	20858308
CD015705	20859247
CD015705	20859454
CD015705	20859557
CD015705	20860865
CD015705	20863175
CD015705	20863752
CD015705	20864274
CD015705	20869187
CD015705	20869680
CD015705	20873909
CD015705	20874240
CD015705	20877410
CD015705	20878833
CD015705	20879253
CD015705	20879405
CD015705	20879432
CD015705	20879462
CD015705	20881599
CD015705	20881801
CD015705	20883623
CD015705	20884953
CD015705	20887477
CD015705	20888204
CD015705	20890742
CD015705	20920068
CD015705	20920069
CD015705	20920164
CD015705	20920451
CD015705	20921001
CD015705	20921487
CD015705	20922358
CD015705	20923430
CD015705	20923587
CD015705	20923591
CD015705	20923592
CD015705	20925440
CD015705	20925916
CD015705	20926425
CD015705	20926908
CD015705	20927673
CD015705	20928970
CD015705	20930236
CD015705	20930247
CD015705	20932678
CD015705	20934273
CD015705	20935026
CD015705	20935239
CD015705	20937481
CD015705	20938278
CD015705	20938571
CD015705	20940343
CD015705	20940566
CD015705	20941639
CD015705	20943094
CD015705	20943101
CD015705	20945667
CD015705	20947573
CD015705	20950203
CD015705	20950458
CD015705	20950876
CD015705	20954514
CD015705	20955594
CD015705	20958955
CD015705	20959316
CD015705	20959317
CD015705	20959321
CD015705	20959393
CD015705	20959974
CD015705	20961474
CD015705	20961803
CD015705	20962125
CD015705	20963304
CD015705	20964467
CD015705	20964475
CD015705	20964821
CD015705	20966417
CD015705	20966732
CD015705	20969777
CD015705	20974022
CD015705	20974322
CD015705	20974394
CD015705	20974549
CD015705	20975408
CD015705	20975481
CD015705	20975928
CD015705	20976301
CD015705	20976436
CD015705	20978406
CD015705	20978716
CD015705	20979568
CD015705	20980073
CD015705	20980232
CD015705	21029281
CD015705	21029282
CD015705	21031148
CD015705	21032908
CD015705	21034193
CD015705	21034481
CD015705	21036513
CD015705	21036794
CD015705	21038180
CD015705	21039775
CD015705	21040017
CD015705	21040869
CD015705	21041539
CD015705	21042659
CD015705	21044132
CD015705	21044825
CD015705	21045182
CD015705	21045851
CD015705	21046909
CD015705	21047039
CD015705	21047620
CD015705	21048497
CD015705	21049160
CD015705	21049721
CD015705	21049723
CD015705	21050204
CD015705	21050317
CD015705	21051745
CD015705	21053384
CD015705	21054176
CD015705	21054329
CD015705	21054635
CD015705	21055475
CD015705	21055911
CD015705	21057141
CD015705	21057319
CD015705	21057716
CD015705	21058111
CD015705	21058123
CD015705	21058175
CD015705	21059085
CD015705	21060122
CD015705	21061057
CD015705	21061865
CD015705	21062331
CD015705	21063547
CD015705	21067573
CD015705	21067622
CD015705	21068367
CD015705	21069471
CD015705	21069521
CD015705	21071315
CD015705	21073449
CD015705	21074299
CD015705	21074334
CD015705	21076282
CD015705	21077931
CD015705	21078203
CD015705	21080202
CD015705	21081595
CD015705	21083643
CD015705	21083963
CD015705	21084905
CD015705	21085744
CD015705	21087256
CD015705	21087368
CD015705	21087369
CD015705	21087524
CD015705	21087801
CD015705	21087817
CD015705	21089786
CD015705	21090066
CD015705	21091287
CD015705	21091626
CD015705	21091912
CD015705	21093194
CD015705	21094560
CD015705	21095764
CD015705	21096155
CD015705	21096579
CD015705	21096598
CD015705	21096777
CD015705	21096841
CD015705	21097740
CD015705	21098753
CD015705	21099005
CD015705	21099442
CD015705	21105988
CD015705	21106994
CD015705	21107239
CD015705	21108492
CD015705	21108909
CD015705	21110123
CD015705	21112132
CD015705	21112243
CD015705	21113075
CD015705	21113757
CD015705	21115352
CD015705	21115435
CD015705	21117992
CD015705	21119546
CD015705	21120402
CD015705	21121229
CD015705	21122022
CD015705	21123004
CD015705	21125031
CD015705	21126171
CD015705	21127096
CD015705	21127453
CD015705	21127853
CD015705	21129196
CD015705	21129352
CD015705	21129665
CD015705	21129674
CD015705	21129826
CD015705	21129832
CD015705	21133765
CD015705	21134251
CD015705	21135665
CD015705	21136345
CD015705	21138087
CD015705	21138338
CD015705	21139017
CD015705	21140793
CD015705	21141051
CD015705	21141209
CD015705	21141265
CD015705	21141289
CD015705	21142434
CD015705	21142835
CD015705	21142942
CD015705	21143398
CD015705	21144121
CD015705	21144494
CD015705	21146350
CD015705	21146650
CD015705	21147023
CD015705	21149322
CD015705	21151417
CD015705	21153940
CD015705	21154083
CD015705	21157580
CD015705	21158251
CD015705	21158284
CD015705	21159538
CD015705	21159761
CD015705	21161419
CD015705	21161768
CD015705	21161771
CD015705	21161773
CD015705	21161924
CD015705	21162691
CD015705	21163777
CD015705	21164338
CD015705	21165374
CD015705	21167653
CD015705	21167771
CD015705	21168187
CD015705	21168585
CD015705	21169159
CD015705	21169165
CD015705	21169176
CD015705	21170469
CD015705	21171027
CD015705	21171537
CD015705	21172022
CD015705	21174519
CD015705	21176171
CD015705	21177417
CD015705	21181048
CD015705	21182375
CD015705	21183758
CD015705	21183759
CD015705	21183760
CD015705	21185535
CD015705	21187357
CD015705	21190018
CD015705	21192199
CD015705	21192302
CD015705	21193085
CD015705	21193532
CD015705	21194285
CD015705	21195656
CD015705	21198193
CD015705	21199303
CD015705	21199304
CD015705	21199428
CD015705	21199436
CD015705	21205238
CD015705	21205698
CD015705	21206349
CD015705	21207121
CD015705	21208393
CD015705	21208702
CD015705	21209146
CD015705	21209339
CD015705	21210606
CD015705	21210925
CD015705	21214050
CD015705	21214286
CD015705	21214341
CD015705	21214615
CD015705	21214957
CD015705	21216808
CD015705	21219547
CD015705	21221581
CD015705	21222154
CD015705	21222220
CD015705	21224264
CD015705	21225544
CD015705	21226437
CD015705	21227560
CD015705	21227632
CD015705	21228072
CD015705	21228585
CD015705	21229627
CD015705	21232920
CD015705	21233086
CD015705	21235128
CD015705	21239374
CD015705	21239979
CD015705	21240002
CD015705	21241397
CD015705	21242104
CD015705	21242557
CD015705	21243891
CD015705	21244714
CD015705	21246025
CD015705	21247275
CD015705	21247864
CD015705	21251875
CD015705	21252034
CD015705	21252053
CD015705	21252389
CD015705	21252545
CD015705	21254287
CD015705	21255767
CD015705	21256977
CD015705	21261492
CD015705	21261694
CD015705	21262012
CD015705	21262782
CD015705	21263077
CD015705	21266318
CD015705	21266642
CD015705	21271434
CD015705	21271783
CD015705	21271823
CD015705	21272371
CD015705	21272529
CD015705	21272823
CD015705	21273184
CD015705	21275334
CD015705	21275986
CD015705	21276142
CD015705	21276594
CD015705	21276738
CD015705	21276811
CD015705	21280447
CD015705	21282030
CD015705	21282548
CD015705	21283005
CD015705	21284813
CD015705	21287773
CD015705	21287886
CD015705	21288366
CD015705	21288703
CD015705	21289860
CD015705	21290027
CD015705	21291549
CD015705	21291760
CD015705	21292190
CD015705	21292424
CD015705	21292702
CD015705	21293326
CD015705	21293999
CD015705	21294147
CD015705	21295158
CD015705	21296245
CD015705	21297403
CD015705	21298043
CD015705	21300565
CD015705	21303620
CD015705	21303741
CD015705	21307989
CD015705	21309344
CD015705	21310894
CD015705	21314574
CD015705	21314891
CD015705	21314894
CD015705	21314895
CD015705	21315295
CD015705	21315879
CD015705	21317027
CD015705	21319555
CD015705	21320319
CD015705	21320854
CD015705	21323461
CD015705	21323490
CD015705	21323821
CD015705	21323853
CD015705	21325114
CD015705	21326873
CD015705	21329440
CD015705	21329520
CD015705	21330080
CD015705	21330308
CD015705	21330450
CD015705	21330559
CD015705	21330594
CD015705	21332304
CD015705	21332737
CD015705	21333021
CD015705	21333254
CD015705	21334498
CD015705	21334969
CD015705	21335706
CD015705	21335847
CD015705	21337286
CD015705	21338504
CD015705	21339233
CD015705	21343235
CD015705	21343262
CD015705	21345550
CD015705	21346582
CD015705	21346947
CD015705	21346964
CD015705	21346966
CD015705	21346983
CD015705	21346988
CD015705	21347008
CD015705	21347062
CD015705	21347076
CD015705	21347124
CD015705	21347899
CD015705	21348556
CD015705	21348562
CD015705	21352528
CD015705	21355910
CD015705	21356080
CD015705	21357413
CD015705	21357586
CD015705	21358142
CD015705	21361818
CD015705	21361819
CD015705	21362498
CD015705	21364371
CD015705	21365359
CD015705	21367353
CD015705	21368515
CD015705	21369814
CD015705	21370308
CD015705	21375623
CD015705	21375624
CD015705	21375643
CD015705	21376296
CD015705	21377408
CD015705	21377425
CD015705	21378288
CD015705	21378303
CD015705	21381412
CD015705	21381452
CD015705	21382332
CD015705	21382535
CD015705	21383925
CD015705	21384219
CD015705	21385025
CD015705	21385257
CD015705	21385821
CD015705	21386702
CD015705	21390484
CD015705	21390903
CD015705	21391447
CD015705	21391773
CD015705	21394014
CD015705	21394033
CD015705	21395879
CD015705	21396244
CD015705	21397451
CD015705	21398174
CD015705	21399915
CD015705	21402737
CD015705	21402794
CD015705	21406011
CD015705	21406018
CD015705	21406631
CD015705	21406672
CD015705	21409398
CD015705	21409809
CD015705	21409877
CD015705	21411805
CD015705	21411849
CD015705	21414110
CD015705	21414598
CD015705	21414993
CD015705	21415232
CD015705	21415713
CD015705	21417502
CD015705	21417505
CD015705	21419695
CD015705	21421292
CD015705	21422090
CD015705	21422257
CD015705	21426591
CD015705	21431287
CD015705	21431608
CD015705	21435986
CD015705	21437780
CD015705	21437851
CD015705	21439057
CD015705	21440086
CD015705	21442245
CD015705	21443393
CD015705	21446309
CD015705	21447262
CD015705	21447884
CD015705	21449233
CD015705	21449620
CD015705	21450586
CD015705	21452743
CD015705	21453130
CD015705	21458763
CD015705	21459664
CD015705	21459986
CD015705	21461866
CD015705	21462218
CD015705	21464683
CD015705	21466577
CD015705	21467900
CD015705	21470435
CD015705	21473813
CD015705	21474282
CD015705	21475612
CD015705	21476166
CD015705	21478685
CD015705	21478687
CD015705	21478691
CD015705	21478695
CD015705	21478696
CD015705	21478739
CD015705	21479525
CD015705	21481262
CD015705	21481274
CD015705	21481635
CD015705	21481972
CD015705	21483008
CD015705	21483713
CD015705	21485052
CD015705	21485058
CD015705	21485666
CD015705	21486478
CD015705	21486483
CD015705	21486882
CD015705	21486884
CD015705	21486887
CD015705	21489189
CD015705	21492029
CD015705	21492034
CD015705	21493304
CD015705	21494856
CD015705	21495854
CD015705	21496309
CD015705	21496780
CD015705	21497130
CD015705	21498988
CD015705	21500512
CD015705	21500611
CD015705	21501516
CD015705	21501913
CD015705	21502203
CD015705	21502876
CD015705	21504486
CD015705	21504995
CD015705	21505968
CD015705	21507595
CD015705	21507782
CD015705	21507794
CD015705	21507834
CD015705	21507836
CD015705	21510866
CD015705	21511553
CD015705	21511891
CD015705	21511970
CD015705	21512051
CD015705	21513363
CD015705	21514880
CD015705	21518012
CD015705	21519832
CD015705	21521596
CD015705	21522031
CD015705	21524370
CD015705	21525074
CD015705	21526332
CD015705	21527112
CD015705	21527120
CD015705	21528467
CD015705	21530383
CD015705	21530417
CD015705	21531687
CD015705	21532087
CD015705	21532391
CD015705	21533793
CD015705	21536393
CD015705	21536955
CD015705	21537413
CD015705	21537851
CD015705	21538159
CD015705	21540197
CD015705	21540355
CD015705	21542415
CD015705	21543184
CD015705	21543971
CD015705	21543972
CD015705	21545050
CD015705	21547414
CD015705	21547951
CD015705	21548507
CD015705	21551473
CD015705	21553353
CD015705	21555237
CD015705	21555339
CD015705	21555477
CD015705	21559236
CD015705	21560272
CD015705	21560920
CD015705	21560922
CD015705	21563050
CD015705	21564494
CD015705	21564495
CD015705	21565655
CD015705	21565824
CD015705	21565885
CD015705	21566423
CD015705	21567278
CD015705	21569147
CD015705	21569423
CD015705	21570645
CD015705	21570901
CD015705	21571986
CD015705	21573771
CD015705	21574350
CD015705	21574364
CD015705	21576012
CD015705	21584772
CD015705	21586248
CD015705	21591421
CD015705	21592335
CD015705	21592337
CD015705	21592376
CD015705	21593460
CD015705	21593955
CD015705	21594590
CD015705	21594856
CD015705	21600067
CD015705	21605438
CD015705	21606471
CD015705	21606473
CD015705	21609166
CD015705	21609422
CD015705	21610425
CD015705	21610468
CD015705	21612328
CD015705	21612386
CD015705	21612518
CD015705	21612623
CD015705	21612639
CD015705	21612667
CD015705	21613440
CD015705	21613643
CD015705	21615196
CD015705	21615607
CD015705	21616172
CD015705	21618899
CD015705	21619859
CD015705	21620316
CD015705	21620320
CD015705	21621340
CD015705	21623277
CD015705	21624703
CD015705	21625147
CD015705	21625155
CD015705	21627678
CD015705	21629867
CD015705	21631890
CD015705	21633799
CD015705	21638312
CD015705	21639608
CD015705	21640285
CD015705	21640292
CD015705	21640688
CD015705	21641573
CD015705	21642732
CD015705	21643821
CD015705	21645381
CD015705	21645401
CD015705	21646883
CD015705	21646885
CD015705	21647680
CD015705	21652136
CD015705	21656276
CD015705	21656376
CD015705	21658096
CD015705	21658883
CD015705	21658891
CD015705	21659404
CD015705	21660783
CD015705	21663623
CD015705	21665139
CD015705	21669366
CD015705	21671457
CD015705	21671796
CD015705	21671947
CD015705	21672908
CD015705	21672910
CD015705	21672913
CD015705	21673531
CD015705	21673563
CD015705	21675171
CD015705	21676939
CD015705	21679925
CD015705	21680023
CD015705	21682543
CD015705	21682551
CD015705	21682626
CD015705	21682862
CD015705	21683049
CD015705	21683282
CD015705	21684639
CD015705	21685581
CD015705	21685598
CD015705	21685602
CD015705	21685612
CD015705	21685613
CD015705	21685614
CD015705	21685650
CD015705	21685837
CD015705	21687562
CD015705	21688505
CD015705	21689216
CD015705	21692257
CD015705	21692380
CD015705	21692602
CD015705	21695053
CD015705	21697291
CD015705	21697706
CD015705	21704336
CD015705	21704911
CD015705	21706867
CD015705	21706991
CD015705	21707807
CD015705	21708029
CD015705	21712371
CD015705	21712998
CD015705	21713558
CD015705	21714372
CD015705	21714807
CD015705	21715286
CD015705	21718523
CD015705	21719329
CD015705	21719554
CD015705	21719560
CD015705	21721073
CD015705	21721998
CD015705	21722354
CD015705	21722571
CD015705	21723522
CD015705	21724635
CD015705	21727147
CD015705	21728873
CD015705	21730771
CD015705	21733649
CD015705	21735508
CD015705	21736724
CD015705	21737764
CD015705	21739286
CD015705	21746697
CD015705	21748995
CD015705	21750475
CD015705	21751225
CD015705	21752785
CD015705	21757903
CD015705	21760723
CD015705	21761683
CD015705	21763189
CD015705	21763190
CD015705	21765313
CD015705	21766911
CD015705	21767192
CD015705	21770848
CD015705	21773863
CD015705	21775691
CD015705	21776779
CD015705	21776798
CD015705	21776828
CD015705	21777091
CD015705	21777463
CD015705	21778959
CD015705	21780091
CD015705	21780941
CD015705	21780960
CD015705	21781148
CD015705	21781318
CD015705	21781338
CD015705	21782202
CD015705	21782297
CD015705	21782503
CD015705	21783012
CD015705	21784701
CD015705	21785059
CD015705	21787392
CD015705	21787395
CD015705	21788319
CD015705	21788556
CD015705	21788632
CD015705	21788783
CD015705	21789980
CD015705	21790738
CD015705	21794109
CD015705	21794175
CD015705	21795652
CD015705	21797040
CD015705	21798029
CD015705	21800010
CD015705	21800188
CD015705	21800787
CD015705	21800941
CD015705	21800942
CD015705	21800945
CD015705	21800946
CD015705	21800981
CD015705	21801450
CD015705	21802794
CD015705	21802997
CD015705	21803925
CD015705	21803926
CD015705	21806312
CD015705	21806518
CD015705	21806808
CD015705	21806873
CD015705	21807120
CD015705	21810521
CD015705	21810529
CD015705	21811031
CD015705	21812880
CD015705	21814662
CD015705	21815115
CD015705	21815566
CD015705	21815959
CD015705	21816068
CD015705	21816957
CD015705	21819029
CD015705	21819252
CD015705	21820166
CD015705	21820168
CD015705	21821343
CD015705	21822142
CD015705	21822736
CD015705	21823567
CD015705	21824385
CD015705	21824453
CD015705	21825972
CD015705	21828299
CD015705	21835281
CD015705	21835664
CD015705	21836158
CD015705	21836453
CD015705	21837889
CD015705	21837890
CD015705	21837892
CD015705	21839889
CD015705	21840837
CD015705	21841094
CD015705	21843096
CD015705	21843198
CD015705	21843313
CD015705	21843420
CD015705	21843928
CD015705	21844001
CD015705	21845286
CD015705	21845461
CD015705	21846780
CD015705	21847734
CD015705	21847766
CD015705	21854873
CD015705	21855163
CD015705	21856442
CD015705	21857818
CD015705	21858847
CD015705	21860235
CD015705	21862009
CD015705	21862717
CD015705	21866421
CD015705	21867459
CD015705	21868726
CD015705	21869762
CD015705	21872355
CD015705	21875759
CD015705	21875849
CD015705	21875938
CD015705	21877042
CD015705	21877108
CD015705	21878238
CD015705	21878595
CD015705	21878796
CD015705	21881402
CD015705	21881438
CD015705	21881930
CD015705	21882968
CD015705	21883714
CD015705	21885962
CD015705	21888665
CD015705	21889747
CD015705	21889786
CD015705	21889867
CD015705	21889868
CD015705	21890403
CD015705	21890552
CD015705	21890757
CD015705	21890874
CD015705	21893716
CD015705	21893717
CD015705	21893726
CD015705	21893727
CD015705	21893741
CD015705	21893769
CD015705	21893775
CD015705	21893776
CD015705	21893779
CD015705	21893780
CD015705	21893797
CD015705	21893802
CD015705	21893816
CD015705	21893850
CD015705	21893852
CD015705	21893883
CD015705	21893884
CD015705	21893885
CD015705	21893896
CD015705	21893912
CD015705	21893925
CD015705	21896262
CD015705	21896456
CD015705	21896667
CD015705	21899154
CD015705	21899595
CD015705	21899634
CD015705	21900432
CD015705	21900829
CD015705	21902844
CD015705	21904945
CD015705	21906279
CD015705	21906293
CD015705	21911523
CD015705	21911757
CD015705	21911758
CD015705	21914991
CD015705	21915045
CD015705	21915571
CD015705	21916362
CD015705	21916616
CD015705	21916969
CD015705	21917355
CD015705	21917819
CD015705	21918206
CD015705	21918935
CD015705	21919421
CD015705	21919556
CD015705	21922963
CD015705	21923994
CD015705	21924446
CD015705	21924593
CD015705	21925286
CD015705	21928085
CD015705	21928639
CD015705	21929591
CD015705	21929769
CD015705	21930433
CD015705	21932986
CD015705	21933275
CD015705	21933834
CD015705	21936433
CD015705	21936637
CD015705	21936651
CD015705	21936712
CD015705	21937460
CD015705	21937463
CD015705	21937896
CD015705	21938320
CD015705	21938330
CD015705	21938973
CD015705	21939873
CD015705	21940800
CD015705	21944664
CD015705	21945598
CD015705	21945920
CD015705	21946242
CD015705	21946262
CD015705	21948808
CD015705	21953663
CD015705	21956519
CD015705	21958387
CD015705	21958922
CD015705	21959968
CD015705	21962335
CD015705	21964162
CD015705	21964969
CD015705	21965486
CD015705	21969343
CD015705	21969661
CD015705	21969706
CD015705	21971031
CD015705	21973125
CD015705	21975711
CD015705	21978107
CD015705	21978359
CD015705	21979293
CD015705	21981551
CD015705	21982052
CD015705	21986245
CD015705	21987213
CD015705	21987982
CD015705	21989103
CD015705	21989281
CD015705	21989616
CD015705	21990126
CD015705	21992379
CD015705	21992572
CD015705	21993153
CD015705	21995369
CD015705	21996624
CD015705	21998247
CD015705	21998979
CD015705	22000174
CD015705	22000707
CD015705	22003625
CD015705	22004778
CD015705	22004779
CD015705	22006061
CD015705	22006942
CD015705	22008012
CD015705	22009308
CD015705	22009554
CD015705	22009868
CD015705	22011936
CD015705	22012785
CD015705	22013660
CD015705	22014284
CD015705	22015978
CD015705	22016668
CD015705	22018199
CD015705	22018330
CD015705	22019088
CD015705	22019280
CD015705	22019376
CD015705	22019377
CD015705	22021568
CD015705	22022758
CD015705	22023535
CD015705	22023541
CD015705	22023919
CD015705	22025091
CD015705	22026231
CD015705	22028288
CD015705	22029822
CD015705	22030036
CD015705	22030691
CD015705	22030761
CD015705	22030997
CD015705	22032553
CD015705	22032609
CD015705	22032816
CD015705	22035078
CD015705	22035600
CD015705	22036899
CD015705	22037164
CD015705	22037225
CD015705	22037889
CD015705	22038386
CD015705	22040852
CD015705	22042370
CD015705	22043196
CD015705	22043310
CD015705	22044559
CD015705	22045117
CD015705	22045515
CD015705	22047175
CD015705	22048056
CD015705	22048142
CD015705	22050330
CD015705	22050394
CD015705	22051127
CD015705	22051129
CD015705	22051130
CD015705	22052129
CD015705	22052899
CD015705	22053317
CD015705	22053649
CD015705	22054801
CD015705	22056196
CD015705	22057223
CD015705	22058105
CD015705	22060248
CD015705	22064624
CD015705	22065882
CD015705	22068364
CD015705	22068433
CD015705	22069212
CD015705	22070061
CD015705	22070462
CD015705	22070925
CD015705	22071874
CD015705	22072279
CD015705	22074118
CD015705	22074614
CD015705	22075111
CD015705	22075810
CD015705	22079242
CD015705	22079371
CD015705	22079803
CD015705	22079851
CD015705	22081775
CD015705	22082347
CD015705	22082700
CD015705	22082791
CD015705	22082792
CD015705	22083391
CD015705	22083553
CD015705	22084264
CD015705	22086739
CD015705	22086750
CD015705	22088601
CD015705	22088924
CD015705	22089765
CD015705	22089834
CD015705	22091523
CD015705	22092294
CD015705	22093667
CD015705	22094355
CD015705	22095005
CD015705	22096844
CD015705	22098217
CD015705	22098257
CD015705	22098658
CD015705	22098683
CD015705	22098945
CD015705	22099149
CD015705	22099719
CD015705	22099889
CD015705	22101126
CD015705	22101128
CD015705	22107600
CD015705	22107785
CD015705	22108789
CD015705	22109860
CD015705	22115499
CD015705	22118335
CD015705	22119258
CD015705	22119762
CD015705	22120994
CD015705	22121113
CD015705	22123798
CD015705	22125249
CD015705	22126324
CD015705	22126392
CD015705	22127022
CD015705	22127521
CD015705	22128010
CD015705	22128281
CD015705	22128867
CD015705	22129538
CD015705	22130298
CD015705	22130465
CD015705	22133037
CD015705	22133209
CD015705	22134140
CD015705	22137419
CD015705	22139197
CD015705	22140207
CD015705	22141216
CD015705	22142327
CD015705	22142603
CD015705	22144001
CD015705	22145655
CD015705	22147850
CD015705	22147858
CD015705	22149419
CD015705	22150636
CD015705	22152849
CD015705	22155418
CD015705	22156574
CD015705	22156811
CD015705	22156941
CD015705	22157847
CD015705	22161431
CD015705	22165361
CD015705	22168546
CD015705	22169268
CD015705	22171104
CD015705	22171108
CD015705	22172793
CD015705	22173691
CD015705	22176717
CD015705	22176787
CD015705	22177173
CD015705	22177609
CD015705	22177662
CD015705	22178295
CD015705	22181051
CD015705	22182953
CD015705	22184594
CD015705	22187619
CD015705	22188121
CD015705	22188273
CD015705	22188334
CD015705	22188675
CD015705	22189176
CD015705	22189304
CD015705	22189312
CD015705	22189892
CD015705	22189987
CD015705	22190343
CD015705	22192254
CD015705	22192850
CD015705	22193703
CD015705	22193825
CD015705	22194315
CD015705	22195063
CD015705	22195066
CD015705	22195099
CD015705	22195124
CD015705	22195126
CD015705	22195149
CD015705	22195155
CD015705	22195164
CD015705	22195179
CD015705	22195181
CD015705	22195198
CD015705	22195201
CD015705	22195206
CD015705	22195213
CD015705	22195229
CD015705	22195598
CD015705	22196308
CD015705	22200900
CD015705	22203705
CD015705	22204263
CD015705	22204897
CD015705	22208449
CD015705	22208710
CD015705	22209035
CD015705	22209224
CD015705	22209750
CD015705	22209829
CD015705	22211136
CD015705	22211472
CD015705	22211700
CD015705	22212424
CD015705	22212453
CD015705	22214890
CD015705	22215270
CD015705	22216018
CD015705	22216768
CD015705	22216774
CD015705	22217800
CD015705	22217801
CD015705	22218625
CD015705	22221203
CD015705	22221842
CD015705	22223238
CD015705	22224560
CD015705	22225303
CD015705	22226933
CD015705	22227106
CD015705	22231042
CD015705	22231211
CD015705	22234348
CD015705	22236312
CD015705	22236957
CD015705	22239205
CD015705	22240108
CD015705	22240206
CD015705	22241338
CD015705	22242715
CD015705	22243491
CD015705	22243682
CD015705	22243985
CD015705	22244032
CD015705	22244723
CD015705	22246948
CD015705	22248952
CD015705	22251074
CD015705	22254263
CD015705	22255018
CD015705	22255128
CD015705	22255531
CD015705	22255809
CD015705	22256219
CD015705	22258998
CD015705	22260242
CD015705	22260260
CD015705	22261086
CD015705	22262333
CD015705	22264775
CD015705	22265044
CD015705	22265814
CD015705	22267349
CD015705	22268168
CD015705	22268215
CD015705	22269066
CD015705	22269782
CD015705	22270281
CD015705	22271492
CD015705	22271609
CD015705	22272157
CD015705	22272712
CD015705	22272918
CD015705	22273080
CD015705	22273792
CD015705	22273798
CD015705	22275043
CD015705	22276067
CD015705	22276987
CD015705	22278284
CD015705	22280199
CD015705	22282579
CD015705	22282651
CD015705	22284017
CD015705	22284230
CD015705	22284945
CD015705	22285076
CD015705	22286283
CD015705	22287444
CD015705	22287534
CD015705	22294060
CD015705	22296761
CD015705	22297117
CD015705	22297588
CD015705	22297687
CD015705	22298133
CD015705	22300721
CD015705	22301325
CD015705	22302257
CD015705	22304977
CD015705	22309330
CD015705	22309350
CD015705	22309796
CD015705	22310396
CD015705	22311125
CD015705	22312011
CD015705	22313868
CD015705	22315259
CD015705	22316214
CD015705	22316743
CD015705	22316817
CD015705	22317189
CD015705	22317733
CD015705	22318459
CD015705	22321581
